claim_id,policy_id,claim_date,decision_date,claim_amount,claim_status,claim_type
CLM0002153,POL000985,2026-06-01,2026-06-21,10138.58,Approved,Wind
CLM0002154,POL000761,2023-04-11,2023-05-01,5516.96,Denied,Collision
CLM0002155,POL001473,2026-03-02,,2893.38,Pending,Fire
CLM0002156,POL000777,2026-07-18,2026-08-06,3668.53,Approved,Wind
CLM0002157,POL000594,2024-05-03,2024-05-08,4608.58,Approved,Injury
CLM0002158,POL000303,2024-05-11,2024-05-31,5042.86,Approved,Flood
CLM0002159,POL000589,2025-12-02,2025-12-29,6570.08,Approved,Collision
CLM0002160,POL000309,2022-02-06,2022-02-16,3166.6,Denied,Injury
CLM0002161,POL001274,2024-11-19,2024-12-07,4971.77,Approved,Collision
CLM0002162,POL001039,2024-06-12,2024-06-16,1042.38,Approved,Injury
CLM0002163,POL000101,2022-03-04,2022-03-14,3381.19,Approved,Flood
CLM0002164,POL000708,2025-12-14,2025-12-28,2844.8,Approved,Wind
CLM0002165,POL001057,2025-04-07,2025-04-22,3461.78,Approved,Flood
CLM0002166,POL001154,2023-07-07,2023-07-14,1362.7,Approved,Water Damage
CLM0002167,POL000552,2026-07-18,2026-07-31,1828.85,Approved,Fire
CLM0002168,POL001355,2022-02-19,2022-03-20,8061.39,Approved,Theft
CLM0002169,POL001182,2023-04-21,2023-05-09,1838.82,Denied,Wind
CLM0002170,POL000081,2026-07-18,2026-08-03,3958.83,Approved,Theft
CLM0002171,POL000493,2023-11-03,2023-11-25,838.54,Approved,Injury
CLM0002172,POL000943,2025-12-20,2025-12-23,1585.88,Approved,Water Damage
CLM0002173,POL001279,2026-07-18,,17526.98,Pending,Water Damage
CLM0002174,POL001077,2023-05-22,2023-05-26,5830.15,Approved,Fire
CLM0002175,POL000097,2025-03-18,,2870.26,Pending,Fire
CLM0002176,POL001083,2022-11-26,,1739.88,Pending,Injury
CLM0002177,POL000011,2022-05-12,2022-05-23,1850.4,Approved,Water Damage
CLM0002178,POL001319,2024-01-25,2024-02-12,11587.22,Approved,Flood
CLM0002179,POL000510,2026-07-18,2026-08-12,6240.11,Approved,Water Damage
CLM0002180,POL000385,2025-10-06,2025-10-21,40.3,Approved,Fire
CLM0002181,POL000497,2023-11-19,2023-11-26,2942.98,Approved,Wind
CLM0002182,POL000820,2025-02-09,2025-03-07,1049.99,Approved,Theft
CLM0002183,POL001069,2026-07-18,2026-08-11,4615.71,Approved,Wind
CLM0002184,POL000630,2026-02-20,2026-02-23,4538.35,Approved,Theft
CLM0002185,POL000860,2023-03-07,2023-04-02,4508.97,Approved,Water Damage
CLM0002186,POL001083,2023-10-06,2023-10-18,4906.91,Approved,Water Damage
CLM0002187,POL000516,2024-10-17,2024-10-21,1795.72,Approved,Water Damage
CLM0002188,POL000800,2023-11-01,,3553.73,Pending,Wind
CLM0002189,POL000799,2026-07-18,2026-08-14,5024.42,Approved,Fire
CLM0002190,POL000596,2024-12-17,2025-01-14,10497.56,Approved,Theft
CLM0002191,POL001477,2025-09-27,2025-10-17,8143.75,Approved,Wind
CLM0002192,POL000383,2025-08-02,2025-09-01,17309.92,Approved,Wind
CLM0002193,POL000048,2024-04-29,2024-05-14,5292.35,Approved,Fire
CLM0002194,POL000843,2024-11-08,,2805.16,Pending,Injury
CLM0002195,POL001180,2025-10-07,2025-10-10,6076.48,Approved,Water Damage
CLM0002196,POL000463,2023-03-30,2023-04-19,1741.11,Approved,Wind
CLM0002197,POL001026,2024-07-31,2024-08-11,14680.37,Approved,Fire
CLM0002198,POL001486,2022-06-16,2022-07-15,4363.66,Approved,Wind
CLM0002199,POL000127,2026-07-18,2026-07-22,7396.49,Approved,Fire
CLM0002200,POL001407,2026-07-18,2026-08-17,4126.2,Approved,Fire
CLM0002201,POL000490,2025-07-12,,1069.19,Pending,Theft
CLM0002202,POL000728,2024-07-09,2024-07-18,3442.59,Denied,Injury
CLM0002203,POL000646,2025-09-10,2025-10-06,3059.31,Approved,Theft
CLM0002204,POL000290,2026-07-18,2026-08-12,577.07,Approved,Injury
CLM0002205,POL000932,2025-10-31,2025-11-28,598.19,Approved,Collision
CLM0002206,POL001115,2022-09-12,2022-09-21,7251.22,Approved,Theft
CLM0002207,POL001216,2024-06-09,2024-06-18,1704.98,Approved,Flood
CLM0002208,POL000444,2023-08-13,2023-08-26,4159.31,Approved,Theft
CLM0002209,POL000081,2026-05-21,,3490.13,Pending,Wind
CLM0002210,POL000158,2022-04-19,,3070.68,Pending,Injury
CLM0002211,POL001035,2025-01-04,2025-01-15,4341.87,Denied,Flood
CLM0002212,POL000196,2024-11-01,,8155.0,Pending,Water Damage
CLM0002213,POL000834,2023-10-12,2023-10-29,4069.46,Denied,Collision
CLM0002214,POL000022,2022-07-03,2022-07-06,7291.01,Approved,Water Damage
CLM0002215,POL000061,2026-07-18,2026-08-14,6895.64,Approved,Flood
CLM0002216,POL000230,2024-08-02,2024-08-24,5329.42,Approved,Injury
CLM0002217,POL000027,2026-07-18,2026-07-31,4675.16,Approved,Flood
CLM0002218,POL001305,2026-07-18,2026-08-13,694.65,Approved,Fire
CLM0002219,POL001221,2023-02-20,,2501.28,Pending,Flood
CLM0002220,POL000007,2023-08-05,2023-08-20,9520.77,Approved,Fire
CLM0002221,POL001249,2023-06-19,2023-06-23,2771.37,Approved,Collision
CLM0002222,POL000638,2024-02-16,2024-02-22,3757.3,Approved,Water Damage
CLM0002223,POL001078,2024-06-05,2024-06-15,3553.7,Denied,Collision
CLM0002224,POL001105,2025-02-18,2025-03-05,2532.01,Approved,Injury
CLM0002225,POL000978,2024-03-07,2024-03-26,4168.02,Denied,Theft
CLM0002226,POL000835,2024-03-12,2024-04-07,3617.26,Approved,Theft
CLM0002227,POL000442,2026-07-18,2026-07-25,2926.42,Approved,Collision
CLM0002228,POL000492,2024-11-23,2024-12-06,1690.78,Approved,Flood
CLM0002229,POL000158,2022-04-28,2022-05-02,1501.88,Approved,Wind
CLM0002230,POL001497,2026-07-18,2026-08-07,6640.37,Approved,Flood
CLM0002231,POL000088,2026-07-18,2026-08-14,126.85,Approved,Water Damage
CLM0002232,POL000692,2022-05-02,2022-05-17,4196.17,Approved,Flood
CLM0002233,POL000892,2025-09-13,2025-09-19,8076.11,Approved,Collision
CLM0002234,POL000264,2026-07-18,2026-07-19,4630.38,Denied,Collision
CLM0002235,POL000396,2023-01-17,2023-01-26,3375.26,Approved,Fire
CLM0002236,POL000800,2024-02-18,,1872.47,Pending,Collision
CLM0002237,POL000056,2026-02-06,2026-02-23,3937.34,Approved,Collision
CLM0002238,POL000657,2023-09-29,2023-10-07,8433.49,Approved,Water Damage
CLM0002239,POL000448,2024-10-03,,7872.69,Pending,Fire
CLM0002240,POL000107,2025-03-01,2025-03-09,3894.64,Approved,Flood
CLM0002241,POL001172,2022-01-20,2022-02-19,6956.4,Approved,Flood
CLM0002242,POL000870,2024-10-20,2024-10-27,3306.57,Approved,Injury
CLM0002243,POL000432,2023-08-11,2023-08-21,2579.77,Denied,Wind
CLM0002244,POL000083,2026-02-13,2026-03-05,6322.62,Approved,Collision
CLM0002245,POL001081,2023-06-26,2023-07-07,9945.5,Denied,Fire
CLM0002246,POL000487,2026-07-18,,10430.5,Pending,Injury
CLM0002247,POL001083,2022-12-08,2022-12-17,4803.06,Approved,Theft
CLM0002248,POL001322,2025-03-08,2025-03-14,1689.86,Approved,Collision
CLM0002249,POL000210,2023-12-24,2024-01-18,398.58,Approved,Wind
CLM0002250,POL000037,2026-07-18,2026-08-04,1976.35,Denied,Fire
CLM0002251,POL001157,2026-03-13,2026-03-23,4406.34,Denied,Fire
CLM0002252,POL001176,2023-04-06,,8351.24,Pending,Wind
CLM0002253,POL000928,2022-07-16,2022-07-24,1353.39,Approved,Flood
CLM0002254,POL001225,2025-04-23,2025-05-16,4322.26,Approved,Flood
CLM0002255,POL001279,2026-07-18,2026-07-28,3631.05,Denied,Water Damage
CLM0002256,POL001132,2024-10-05,2024-10-27,3187.48,Approved,Wind
CLM0002257,POL001495,2026-02-11,2026-03-13,4175.26,Approved,Flood
CLM0002258,POL000184,2023-03-22,2023-04-11,12839.81,Approved,Water Damage
CLM0002259,POL000750,2026-07-18,2026-08-08,3777.18,Approved,Theft
CLM0002260,POL000301,2025-05-19,2025-05-31,5111.89,Approved,Collision
CLM0002261,POL001025,2022-06-03,2022-07-01,1155.67,Approved,Water Damage
CLM0002262,POL000399,2023-04-12,,9055.15,Pending,Collision
CLM0002263,POL000379,2023-03-11,2023-03-18,8393.85,Approved,Water Damage
CLM0002264,POL000881,2024-03-23,2024-03-27,847.39,Approved,Flood
CLM0002265,POL001275,2023-08-25,2023-09-14,442.35,Approved,Flood
CLM0002266,POL000318,2026-07-18,2026-08-04,7225.52,Approved,Water Damage
CLM0002267,POL000856,2022-01-27,2022-02-04,5530.76,Approved,Wind
CLM0002268,POL000443,2025-05-11,2025-06-06,1010.64,Approved,Theft
CLM0002269,POL001065,2025-04-17,2025-05-11,2265.99,Approved,Wind
CLM0002270,POL001234,2022-09-21,2022-10-10,3470.26,Approved,Theft
CLM0002271,POL001347,2026-07-18,2026-07-28,1697.32,Denied,Water Damage
CLM0002272,POL000007,2022-10-26,,2229.29,Pending,Wind
CLM0002273,POL000242,2025-09-11,,5227.9,Pending,Injury
CLM0002274,POL001250,2026-07-18,2026-08-07,5959.37,Approved,Water Damage
CLM0002275,POL000302,2025-06-09,2025-06-23,5839.75,Approved,Injury
CLM0002276,POL001386,2023-01-07,2023-01-18,7866.78,Approved,Collision
CLM0002277,POL001128,2024-05-09,2024-05-23,3305.65,Approved,Flood
CLM0002278,POL001291,2023-07-20,,11068.76,Pending,Theft
CLM0002279,POL000031,2024-01-29,2024-02-14,3449.06,Approved,Collision
CLM0002280,POL001377,2025-01-03,,6103.71,Pending,Water Damage
CLM0002281,POL000390,2024-07-17,2024-07-30,4470.15,Approved,Water Damage
CLM0002282,POL000247,2025-05-14,2025-05-23,7781.01,Denied,Flood
CLM0002283,POL001109,2022-10-21,2022-11-18,6085.42,Approved,Water Damage
CLM0002284,POL000637,2026-03-13,2026-03-17,9289.84,Approved,Water Damage
CLM0002285,POL000061,2026-07-18,2026-07-28,4864.18,Approved,Collision
CLM0002286,POL000014,2026-07-18,,7034.89,Pending,Flood
CLM0002287,POL001230,2024-10-23,,5178.36,Pending,Flood
CLM0002288,POL000129,2025-11-25,2025-12-22,14560.15,Approved,Flood
CLM0002289,POL001032,2023-09-22,2023-10-16,8521.17,Approved,Theft
CLM0002290,POL001254,2023-05-13,2023-05-14,10291.95,Denied,Collision
CLM0002291,POL000136,2023-08-24,2023-09-15,5046.95,Approved,Wind
CLM0002292,POL000572,2024-03-03,2024-03-25,4180.69,Approved,Collision
CLM0002293,POL000659,2026-04-01,2026-04-28,13694.61,Approved,Theft
CLM0002294,POL001290,2023-02-04,2023-02-25,1831.87,Approved,Flood
CLM0002295,POL001315,2023-12-08,2023-12-12,3622.22,Approved,Wind
CLM0002296,POL000755,2022-11-16,2022-11-27,1507.93,Approved,Collision
CLM0002297,POL001015,2026-07-18,2026-07-30,7381.45,Approved,Flood
CLM0002298,POL000333,2022-01-20,2022-02-04,3823.29,Denied,Theft
CLM0002299,POL001487,2024-01-24,2024-02-07,5502.52,Denied,Wind
CLM0002300,POL000267,2026-04-14,2026-04-17,10170.63,Approved,Injury
CLM0002301,POL000189,2024-05-28,2024-06-13,2917.01,Denied,Flood
CLM0002302,POL000098,2026-07-18,2026-08-09,4233.8,Approved,Collision
CLM0002303,POL000540,2025-12-08,2025-12-27,2108.32,Approved,Wind
CLM0002304,POL001093,2024-08-16,2024-08-25,6720.85,Approved,Theft
CLM0002305,POL000416,2026-02-22,2026-03-01,3062.07,Approved,Fire
CLM0002306,POL000733,2025-07-31,2025-08-15,2187.39,Approved,Collision
CLM0002307,POL000957,2025-04-24,,7436.89,Pending,Flood
CLM0002308,POL000022,2022-07-23,2022-07-29,6648.43,Denied,Wind
CLM0002309,POL000209,2023-11-14,2023-11-17,3022.35,Approved,Flood
CLM0002310,POL000231,2024-04-16,2024-04-24,1939.93,Denied,Water Damage
CLM0002311,POL001052,2026-01-12,2026-01-29,2249.36,Approved,Flood
CLM0002312,POL001119,2026-07-18,,10929.36,Pending,Flood
CLM0002313,POL000249,2025-03-21,2025-03-26,6297.87,Approved,Wind
CLM0002314,POL001117,2022-10-05,2022-10-26,2127.89,Approved,Collision
CLM0002315,POL001487,2023-05-29,,4811.98,Pending,Fire
CLM0002316,POL000098,2026-07-18,,2322.13,Pending,Fire
CLM0002317,POL001046,2024-12-15,,8456.47,Pending,Collision
CLM0002318,POL000884,2024-11-17,2024-11-21,8314.74,Approved,Theft
CLM0002319,POL000926,2024-10-20,2024-11-18,3003.17,Approved,Collision
CLM0002320,POL000816,2025-12-19,2025-12-26,3164.17,Approved,Flood
CLM0002321,POL001024,2026-07-18,2026-07-26,726.06,Approved,Collision
CLM0002322,POL000029,2025-03-26,2025-04-13,2615.1,Approved,Water Damage
CLM0002323,POL001207,2024-09-26,2024-09-30,18848.84,Denied,Wind
CLM0002324,POL000397,2026-07-18,2026-08-03,4099.59,Approved,Theft
CLM0002325,POL001173,2023-05-12,2023-06-10,7029.94,Approved,Flood
CLM0002326,POL001498,2026-07-18,2026-07-28,1572.86,Approved,Water Damage
CLM0002327,POL000873,2023-12-23,,13770.77,Pending,Injury
CLM0002328,POL000498,2023-10-03,2023-10-09,3778.65,Denied,Injury
CLM0002329,POL001396,2026-07-18,2026-07-31,1901.96,Approved,Theft
CLM0002330,POL001173,2023-02-02,,6945.83,Pending,Collision
CLM0002331,POL001010,2024-03-31,2024-04-26,14924.45,Approved,Wind
CLM0002332,POL000878,2023-12-21,2023-12-27,6611.22,Approved,Flood
CLM0002333,POL000980,2023-10-30,2023-11-29,11956.95,Approved,Flood
CLM0002334,POL000484,2026-07-18,2026-08-15,5070.17,Approved,Theft
CLM0002335,POL000032,2026-07-18,2026-07-31,1429.3,Denied,Injury
CLM0002336,POL000295,2022-03-22,2022-03-30,706.34,Approved,Theft
CLM0002337,POL000459,2026-07-18,2026-08-11,3983.66,Approved,Theft
CLM0002338,POL000177,2026-02-20,2026-03-16,682.88,Approved,Fire
CLM0002339,POL000031,2023-06-11,2023-06-28,3338.86,Approved,Collision
CLM0002340,POL001407,2026-07-18,2026-07-25,3726.18,Approved,Wind
CLM0002341,POL000150,2023-01-17,2023-01-25,1590.55,Approved,Collision
CLM0002342,POL001169,2026-04-15,2026-04-30,397.77,Approved,Flood
CLM0002343,POL001217,2023-05-11,2023-05-31,4429.67,Approved,Water Damage
CLM0002344,POL001397,2024-08-30,2024-09-21,1424.58,Approved,Injury
CLM0002345,POL001110,2026-06-08,2026-06-09,4465.01,Denied,Theft
CLM0002346,POL000260,2025-09-14,,3369.73,Pending,Water Damage
CLM0002347,POL000070,2026-05-28,2026-06-07,1896.16,Approved,Wind
CLM0002348,POL001111,2026-07-18,,1214.29,Pending,Injury
CLM0002349,POL001468,2025-05-08,2025-05-20,10209.52,Approved,Wind
CLM0002350,POL000267,2025-06-13,,6913.12,Pending,Fire
CLM0002351,POL001249,2023-12-06,2023-12-11,7059.41,Approved,Wind
CLM0002352,POL000173,2023-08-20,2023-09-12,10434.97,Approved,Injury
CLM0002353,POL001040,2026-07-18,,6556.17,Pending,Water Damage
CLM0002354,POL000074,2024-03-24,2024-03-29,5111.03,Approved,Fire
CLM0002355,POL000367,2022-09-22,,3493.13,Pending,Flood
CLM0002356,POL000917,2023-02-07,2023-02-27,2377.48,Approved,Water Damage
CLM0002357,POL001345,2022-11-24,2022-12-16,3164.34,Approved,Flood
CLM0002358,POL000563,2026-03-16,2026-04-05,2183.43,Denied,Collision
CLM0002359,POL001474,2026-07-18,2026-08-04,4163.59,Approved,Flood
CLM0002360,POL001251,2026-07-18,2026-08-07,8860.44,Approved,Theft
CLM0002361,POL001278,2023-07-23,,5288.78,Pending,Injury
CLM0002362,POL001019,2022-12-06,2022-12-11,4443.83,Denied,Fire
CLM0002363,POL001058,2024-03-17,2024-04-12,5624.94,Approved,Collision
CLM0002364,POL001318,2025-05-30,2025-06-18,4219.08,Approved,Collision
CLM0002365,POL000817,2026-07-18,2026-08-10,7312.93,Approved,Water Damage
CLM0002366,POL000487,2026-04-17,2026-04-28,1980.75,Approved,Collision
CLM0002367,POL001359,2024-01-10,2024-01-23,570.13,Denied,Flood
CLM0002368,POL001491,2026-07-18,2026-08-04,3704.49,Approved,Injury
CLM0002369,POL000079,2025-04-18,2025-04-26,5753.51,Approved,Fire
CLM0002370,POL001110,2026-02-13,2026-02-24,685.87,Denied,Water Damage
CLM0002371,POL000768,2024-10-05,2024-10-24,4969.69,Approved,Flood
CLM0002372,POL000944,2025-09-15,2025-09-22,8068.54,Approved,Fire
CLM0002373,POL001253,2023-04-23,2023-05-03,1683.39,Approved,Wind
CLM0002374,POL000273,2023-11-28,2023-12-19,6310.5,Approved,Water Damage
CLM0002375,POL000552,2026-07-18,2026-07-26,1245.36,Denied,Water Damage
CLM0002376,POL000399,2024-04-26,,9702.45,Pending,Injury
CLM0002377,POL000212,2024-07-23,2024-08-03,1283.36,Approved,Collision
CLM0002378,POL001402,2023-09-19,,3608.68,Pending,Theft
CLM0002379,POL001092,2024-06-05,2024-06-21,6710.47,Denied,Theft
CLM0002380,POL000704,2024-11-24,2024-12-15,3571.61,Approved,Theft
CLM0002381,POL000827,2025-11-16,2025-12-11,69.35,Approved,Theft
CLM0002382,POL000704,2025-04-17,2025-05-11,4444.38,Approved,Fire
CLM0002383,POL000210,2022-09-25,,1724.42,Pending,Injury
CLM0002384,POL000218,2024-10-13,2024-10-25,2000.3,Denied,Fire
CLM0002385,POL000053,2026-05-30,2026-06-10,7844.35,Approved,Flood
CLM0002386,POL001145,2024-02-08,2024-02-21,11289.33,Approved,Water Damage
CLM0002387,POL000999,2025-03-10,2025-03-21,5221.96,Approved,Theft
CLM0002388,POL000016,2026-07-18,2026-08-09,4855.64,Approved,Collision
CLM0002389,POL001384,2025-05-19,2025-05-22,151.8,Denied,Water Damage
CLM0002390,POL000232,2024-06-23,2024-07-01,14995.36,Approved,Collision
CLM0002391,POL000408,2025-01-03,2025-01-14,4745.4,Denied,Injury
CLM0002392,POL000484,2026-07-18,2026-07-21,5001.98,Denied,Water Damage
CLM0002393,POL000746,2022-03-14,2022-03-19,2525.02,Approved,Fire
CLM0002394,POL000602,2024-09-02,2024-10-01,4641.21,Approved,Fire
CLM0002395,POL000415,2023-10-14,2023-10-22,8113.87,Approved,Fire
CLM0002396,POL001269,2026-06-18,2026-07-04,12678.74,Denied,Wind
CLM0002397,POL001075,2026-07-18,2026-08-03,4998.44,Approved,Flood
CLM0002398,POL000650,2023-11-19,2023-12-11,533.35,Approved,Fire
CLM0002399,POL000307,2023-12-31,,3090.46,Pending,Water Damage
CLM0002400,POL000224,2023-01-14,,3602.53,Pending,Water Damage
CLM0002401,POL000179,2022-02-10,2022-02-16,9894.86,Denied,Flood
CLM0002402,POL000785,2024-07-28,2024-08-03,3405.0,Approved,Wind
CLM0002403,POL001212,2024-09-09,2024-09-13,16329.02,Approved,Injury
CLM0002404,POL000270,2023-10-21,2023-11-04,1908.72,Approved,Theft
CLM0002405,POL000482,2024-08-15,2024-09-14,1534.67,Approved,Water Damage
CLM0002406,POL000714,2026-01-21,2026-01-28,6918.08,Approved,Fire
CLM0002407,POL001142,2026-07-18,2026-07-31,4149.29,Approved,Water Damage
CLM0002408,POL001196,2025-07-20,2025-08-16,1896.81,Approved,Flood
CLM0002409,POL001104,2024-05-26,2024-06-25,1153.28,Approved,Theft
CLM0002410,POL000284,2025-01-21,2025-02-07,3248.28,Denied,Fire
CLM0002411,POL001371,2025-05-31,2025-06-13,13698.95,Approved,Wind
CLM0002412,POL001205,2024-05-31,,879.69,Pending,Water Damage
CLM0002413,POL000650,2025-10-02,2025-10-12,4579.49,Denied,Theft
CLM0002414,POL001029,2026-07-18,2026-08-09,3454.37,Approved,Collision
CLM0002415,POL000170,2026-07-18,2026-07-31,2894.06,Approved,Collision
CLM0002416,POL000279,2026-04-17,,9477.28,Pending,Collision
CLM0002417,POL000320,2024-07-24,2024-08-03,9905.77,Approved,Injury
CLM0002418,POL001326,2023-07-05,2023-07-15,2834.01,Approved,Theft
CLM0002419,POL001317,2025-12-01,2025-12-12,5076.98,Denied,Collision
CLM0002420,POL000427,2025-11-03,2025-11-21,9487.21,Approved,Collision
CLM0002421,POL001069,2026-02-10,2026-02-26,6308.89,Approved,Injury
CLM0002422,POL000374,2026-07-18,2026-07-30,3095.45,Approved,Fire
CLM0002423,POL001065,2025-01-23,2025-02-07,21705.54,Approved,Injury
CLM0002424,POL001270,2026-07-18,2026-08-17,11976.29,Approved,Wind
CLM0002425,POL000455,2025-11-30,2025-12-23,1633.92,Approved,Water Damage
CLM0002426,POL000904,2025-01-22,2025-01-29,6617.09,Approved,Wind
CLM0002427,POL000014,2025-03-12,2025-03-31,809.44,Approved,Wind
CLM0002428,POL001442,2022-06-18,,2427.9,Pending,Fire
CLM0002429,POL000429,2024-11-24,2024-12-22,1938.73,Approved,Water Damage
CLM0002430,POL000355,2026-07-18,2026-08-16,10256.8,Approved,Collision
CLM0002431,POL000274,2022-12-31,2023-01-05,8773.68,Denied,Theft
CLM0002432,POL001243,2024-09-01,,3296.99,Pending,Wind
CLM0002433,POL000015,2024-05-09,2024-05-14,2106.3,Approved,Collision
CLM0002434,POL000773,2022-07-30,,2209.83,Pending,Injury
CLM0002435,POL000502,2026-07-18,2026-07-26,1020.27,Approved,Theft
CLM0002436,POL001470,2024-11-21,2024-11-24,3228.65,Approved,Injury
CLM0002437,POL000339,2026-07-18,2026-08-12,5898.26,Approved,Collision
CLM0002438,POL001363,2026-07-18,2026-07-26,2078.09,Approved,Fire
CLM0002439,POL000984,2022-12-11,2023-01-06,7959.0,Approved,Fire
CLM0002440,POL001152,2026-07-18,2026-07-25,4918.11,Approved,Flood
CLM0002441,POL000317,2026-07-18,,4423.94,Pending,Fire
CLM0002442,POL000292,2023-11-28,2023-12-27,2792.21,Approved,Water Damage
CLM0002443,POL001372,2023-08-18,2023-09-11,8979.44,Approved,Injury
CLM0002444,POL000494,2025-12-18,2026-01-07,4693.79,Approved,Water Damage
CLM0002445,POL000373,2023-08-21,,4070.7,Pending,Wind
CLM0002446,POL000961,2026-07-18,2026-08-11,3624.74,Approved,Theft
CLM0002447,POL000407,2026-01-05,2026-01-12,1956.3,Denied,Injury
CLM0002448,POL001343,2024-01-23,,6244.87,Pending,Water Damage
CLM0002449,POL000060,2026-07-18,2026-07-25,5630.54,Approved,Injury
CLM0002450,POL001161,2025-04-03,2025-04-19,2625.46,Approved,Theft
CLM0002451,POL000207,2024-05-08,2024-05-27,5782.18,Denied,Collision
CLM0002452,POL001312,2024-10-02,2024-10-22,6705.15,Approved,Theft
CLM0002453,POL000485,2023-03-17,2023-03-31,2559.45,Approved,Wind
CLM0002454,POL000501,2026-07-18,,5357.6,Pending,Injury
CLM0002455,POL000417,2024-05-03,2024-05-15,2950.98,Approved,Fire
CLM0002456,POL000856,2022-05-01,2022-05-24,2944.37,Approved,Flood
CLM0002457,POL001010,2022-11-22,2022-12-07,4655.09,Approved,Fire
CLM0002458,POL000507,2026-02-08,2026-02-19,2404.48,Approved,Water Damage
CLM0002459,POL000520,2026-07-18,2026-08-03,4305.0,Denied,Injury
CLM0002460,POL001466,2026-02-23,2026-03-12,5814.35,Approved,Injury
CLM0002461,POL001193,2026-02-16,2026-03-09,1005.12,Approved,Theft
CLM0002462,POL000902,2023-05-08,2023-05-21,6799.9,Approved,Theft
CLM0002463,POL001366,2026-07-18,2026-08-06,9640.54,Approved,Flood
CLM0002464,POL001473,2026-01-23,2026-02-17,5679.18,Approved,Water Damage
CLM0002465,POL000670,2022-06-28,2022-07-18,7317.8,Approved,Injury
CLM0002466,POL000498,2023-10-19,2023-11-16,736.49,Approved,Wind
CLM0002467,POL000202,2024-10-31,2024-11-13,15773.13,Denied,Wind
CLM0002468,POL001488,2023-08-29,2023-09-06,9059.89,Approved,Collision
CLM0002469,POL000092,2024-10-02,2024-10-18,4824.88,Denied,Injury
CLM0002470,POL001405,2026-07-18,2026-08-06,8780.43,Approved,Water Damage
CLM0002471,POL001166,2026-01-04,2026-01-13,1520.08,Approved,Wind
CLM0002472,POL001479,2023-11-05,,3083.4,Pending,Wind
CLM0002473,POL001054,2024-01-25,2024-02-17,3195.35,Approved,Injury
CLM0002474,POL000808,2022-04-01,2022-04-03,1028.24,Denied,Theft
CLM0002475,POL000036,2024-07-09,,10334.97,Pending,Theft
CLM0002476,POL000795,2026-03-24,2026-04-14,5034.63,Approved,Water Damage
CLM0002477,POL001176,2023-08-26,2023-08-31,9705.52,Approved,Fire
CLM0002478,POL000334,2023-03-14,,4692.99,Pending,Injury
CLM0002479,POL000192,2024-01-15,2024-02-05,2955.17,Denied,Injury
CLM0002480,POL000343,2023-06-27,2023-06-28,4341.14,Denied,Collision
CLM0002481,POL000621,2025-09-15,2025-10-08,2358.13,Approved,Water Damage
CLM0002482,POL001048,2022-10-04,2022-11-02,6148.12,Approved,Theft
CLM0002483,POL000011,2023-03-31,2023-04-18,6217.69,Approved,Collision
CLM0002484,POL000431,2026-01-25,2026-01-30,2027.55,Approved,Injury
CLM0002485,POL000236,2022-08-29,2022-09-21,7179.14,Approved,Theft
CLM0002486,POL001499,2024-09-07,2024-09-15,7142.32,Approved,Collision
CLM0002487,POL001407,2026-07-18,,2867.35,Pending,Flood
CLM0002488,POL000956,2023-11-03,2023-11-09,3607.5,Approved,Injury
CLM0002489,POL001380,2022-03-21,2022-04-05,6325.7,Approved,Flood
CLM0002490,POL000215,2022-12-15,,1344.38,Pending,Collision
CLM0002491,POL000248,2024-02-07,2024-02-22,8207.75,Denied,Theft
CLM0002492,POL001481,2024-12-27,2025-01-15,8121.56,Approved,Water Damage
CLM0002493,POL000897,2026-07-18,2026-08-09,7616.36,Approved,Wind
CLM0002494,POL001495,2024-10-26,2024-11-16,2761.87,Approved,Theft
CLM0002495,POL000884,2025-03-04,2025-03-24,7703.33,Approved,Collision
CLM0002496,POL001353,2024-07-19,2024-08-12,3512.17,Approved,Water Damage
CLM0002497,POL000618,2026-07-18,2026-08-14,8919.13,Approved,Water Damage
CLM0002498,POL000578,2022-08-29,2022-09-10,1915.79,Approved,Collision
CLM0002499,POL001144,2026-06-05,2026-06-24,4955.74,Approved,Theft
CLM0002500,POL000691,2024-02-18,2024-03-02,1251.62,Approved,Theft
CLM0002501,POL000308,2023-11-06,2023-11-13,2501.18,Approved,Collision
CLM0002502,POL001212,2023-10-07,2023-10-19,2282.32,Denied,Fire
CLM0002503,POL001478,2025-09-19,2025-09-22,2455.7,Denied,Water Damage
CLM0002504,POL001342,2022-11-14,2022-11-21,2011.43,Denied,Wind
CLM0002505,POL001366,2026-07-18,2026-07-25,2839.38,Approved,Water Damage
CLM0002506,POL001423,2026-07-18,2026-07-21,1955.08,Approved,Water Damage
CLM0002507,POL000200,2022-04-04,,9520.26,Pending,Collision
CLM0002508,POL000291,2024-02-06,2024-02-20,1175.92,Approved,Injury
CLM0002509,POL000669,2024-04-29,2024-05-11,3881.01,Approved,Water Damage
CLM0002510,POL000267,2025-03-17,2025-03-26,4385.88,Denied,Collision
CLM0002511,POL000320,2023-10-10,2023-10-28,2090.55,Approved,Collision
CLM0002512,POL000866,2026-06-29,2026-07-07,3970.94,Approved,Flood
CLM0002513,POL000473,2024-05-24,2024-05-28,9525.37,Approved,Theft
CLM0002514,POL001227,2026-07-18,2026-08-13,9696.82,Approved,Wind
CLM0002515,POL000175,2025-09-06,2025-09-27,3894.24,Approved,Collision
